make,model,customer_type,next_service_due_days,customer_feedback,feedback_score,preferred_channels,personalized_message,customer_cluster
Ford,EcoSport,Retail,328,Poor Service,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Ford EcoSport needs maintenance in 328 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Yaris,Fleet,150,Unresponsive,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 150. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Innova,Fleet,121,Poor Service,1,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Innova running smooth—service is due in 121. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Swift,Retail,121,Unresponsive,4,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Swift needs maintenance in 121 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Aspire,Retail,180,Delayed Pickup,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Aspire. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,i10,Fleet,180,Average,2,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Dzire,Fleet,62,Delayed Pickup,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Dzire. Service due in 62 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Fleet,356,Delayed Pickup,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai Creta needs maintenance in 356 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Baleno,Corporate,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Baleno. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,EcoSport,Retail,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford EcoSport. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Figo,Fleet,180,Unresponsive,2,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Hyundai,i10,Retail,-86,Poor Service,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i10 running smooth—service is due in -86. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Dzire,Fleet,35,Average,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Maruti Dzire running smooth—service is due in 35. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Retail,-86,Average,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Figo. Service due in -86 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Amaze,Retail,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Honda Amaze needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Retail,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Fleet,387,Poor Service,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Honda Jazz needs maintenance in 387 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Innova,Corporate,180,Unresponsive,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Innova. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Jazz,Fleet,-57,Average,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda Jazz running smooth—service is due in -57. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Corporate,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Corporate,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Retail,123,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Aspire. Service due in 123 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Swift,Fleet,180,Average,1,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Swift needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Baleno,Retail,328,Delayed Pickup,1,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Baleno needs maintenance in 328 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Swift,Fleet,180,Poor Service,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Maruti Swift running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Fleet,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Fleet,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Honda City needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Swift,Corporate,180,Unresponsive,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Maruti Swift needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Corporate,180,Poor Service,5,"['WhatsApp', 'Email']",Hello Corporate customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,EcoSport,Corporate,386,Delayed Pickup,2,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford EcoSport needs maintenance in 386 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Hyundai,Creta,Retail,180,Delayed Pickup,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Ford,Figo,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Fleet,298,Delayed Pickup,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford EcoSport needs maintenance in 298 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,Amaze,Fleet,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda Amaze running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Innova,Fleet,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Toyota Innova. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Innova,Fleet,269,Delayed Pickup,1,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Innova needs maintenance in 269 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,Jazz,Retail,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Jazz running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,239,Delayed Pickup,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Baleno needs maintenance in 239 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Hyundai,Creta,Retail,180,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Hyundai Creta. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Innova,Fleet,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Innova needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Fleet,32,Average,5,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Corporate,180,Delayed Pickup,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford EcoSport needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,City,Retail,5,Poor Service,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda City running smooth—service is due in 5. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Dzire,Corporate,240,Unresponsive,5,"['WhatsApp', 'Email']",Hello Corporate customer! Your Maruti Dzire needs maintenance in 240 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i20,Corporate,180,Poor Service,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i20 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Amaze,Corporate,180,Average,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Honda Amaze. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,i20,Corporate,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Hyundai i20 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,EcoSport,Corporate,-113,Unresponsive,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Ford EcoSport. Service due in -113 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,i20,Retail,237,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i20 running smooth—service is due in 237. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Corporate,180,Unresponsive,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Ford Aspire. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,City,Retail,5,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Honda City. Service due in 5 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,EcoSport,Retail,328,Average,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Ford EcoSport needs maintenance in 328 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Ford,EcoSport,Fleet,64,Unresponsive,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford EcoSport running smooth—service is due in 64. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Fleet,180,Poor Service,5,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Yaris needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Dzire,Fleet,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Dzire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,City,Fleet,180,Poor Service,5,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda City running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Etios,Corporate,180,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Etios. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Etios,Fleet,180,Unresponsive,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Toyota Etios. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Innova,Fleet,180,Delayed Pickup,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Innova needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Innova,Retail,180,Poor Service,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Fleet,150,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Honda Jazz. Service due in 150 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Innova,Corporate,299,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Toyota Innova needs maintenance in 299 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,Amaze,Retail,180,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Honda Amaze. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Retail,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Hyundai Creta. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Amaze,Retail,121,Poor Service,4,"['WhatsApp', 'Email']",Hello Retail customer! Your Honda Amaze needs maintenance in 121 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Retail,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i20,Retail,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai i20 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,EcoSport,Corporate,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Ford EcoSport. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Innova,Retail,32,Satisfied,3,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Toyota Innova. Service due in 32 days. Book via AutoMoto AI for an extra 10% off!,0
Honda,Jazz,Retail,180,Poor Service,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Honda Jazz needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Hyundai,Creta,Corporate,32,Unresponsive,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai Creta running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Fleet,180,Unresponsive,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Dzire. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,City,Fleet,123,Average,2,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda City running smooth—service is due in 123. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Hyundai,i10,Corporate,-27,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i10 running smooth—service is due in -27. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Etios,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Etios running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Fleet,356,Poor Service,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai Creta needs maintenance in 356 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Etios,Corporate,180,Poor Service,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Toyota Etios needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Fleet,209,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 209. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i10,Corporate,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Corporate,-25,Unresponsive,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Dzire. Service due in -25 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Jazz,Fleet,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Honda Jazz. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Corporate,268,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Hyundai Creta needs maintenance in 268 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Yaris,Corporate,239,Poor Service,2,"['WhatsApp', 'Email']",Hello Corporate customer! Your Toyota Yaris needs maintenance in 239 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Innova,Retail,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Retail customer! Your Toyota Innova needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Retail,180,Poor Service,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Corporate,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Corporate,180,Delayed Pickup,3,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Honda Jazz. Service due in 180 days. Book via AutoMoto AI for an extra 10% off!,0
Hyundai,Creta,Fleet,180,Delayed Pickup,5,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Dzire,Corporate,-25,Average,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Dzire. Service due in -25 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Innova,Corporate,180,Delayed Pickup,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Innova. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Figo,Fleet,180,Poor Service,1,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford Figo needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,Amaze,Retail,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Honda Amaze needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Etios,Corporate,180,Unresponsive,5,"['WhatsApp', 'Email']",Hello Corporate customer! Your Toyota Etios needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i10,Retail,-86,Smooth Process,3,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Hyundai i10. Service due in -86 days. Book via AutoMoto AI for an extra 10% off!,0
Honda,City,Fleet,-114,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Honda City. Service due in -114 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Yaris,Retail,121,Poor Service,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Yaris running smooth—service is due in 121. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Amaze,Retail,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Amaze running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Etios,Fleet,239,Unresponsive,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Etios needs maintenance in 239 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Etios,Fleet,-27,Poor Service,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Etios running smooth—service is due in -27. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Corporate,475,Delayed Pickup,5,"['WhatsApp', 'Email']",Hello Corporate customer! Your Honda Jazz needs maintenance in 475 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Corporate,150,Unresponsive,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai Creta running smooth—service is due in 150. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Fleet,180,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Ford EcoSport. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Baleno,Retail,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Baleno. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,i20,Retail,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i20 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Fleet,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Baleno. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Corporate,32,Poor Service,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai Creta running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Fleet,180,Unresponsive,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Honda City needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Fleet,210,Poor Service,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai Creta running smooth—service is due in 210. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Corporate,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford Figo needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Dzire,Retail,121,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Maruti Dzire running smooth—service is due in 121. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Fleet,32,Satisfied,3,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Ford EcoSport. Service due in 32 days. Book via AutoMoto AI for an extra 10% off!,0
Maruti,Baleno,Fleet,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Baleno. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Yaris,Retail,180,Unresponsive,4,"['WhatsApp', 'Email']",Hello Retail customer! Your Toyota Yaris needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Fleet,180,Poor Service,5,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Corporate,239,Poor Service,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford Figo needs maintenance in 239 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,Creta,Fleet,180,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Hyundai Creta. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Innova,Fleet,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Innova needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i10,Corporate,180,Poor Service,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Innova,Fleet,151,Unresponsive,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Innova needs maintenance in 151 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,City,Fleet,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda City running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i20,Fleet,180,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Hyundai i20. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,EcoSport,Fleet,298,Poor Service,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford EcoSport needs maintenance in 298 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
